,name,id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
523,"Phir Aur Kya Chahiye (From ""Zara Hatke Zara Bachke"")",5QW9K4A1gMnIi94YUxtsfM,0.556,0.552,4,-5.875,1,0.0373,0.531,0.0,0.121,0.531,100.051
524,Kesariya,26QKnh2Pq4etlbtc9xUZEE,0.7,0.699,10,-4.193,0,0.0531,0.45,0.0,0.103,0.567,100.037
525,Jhoome Jo Pathaan,6FAYpZ4jve8vpvTwUvjK6H,0.817,0.738,7,-7.639,1,0.0748,0.0964,0.0,0.331,0.616,104.964
526,"Baby Tujhe Paap Lagega (From ""Zara Hatke Zara Bachke"")",0Jr0Uzj4tDf6E44AOAXwrG,0.826,0.751,0,-6.04,1,0.0544,0.302,0.0,0.336,0.597,128.118
527,Bairiya,33P9R5W3TYnG7ewAZHQvMS,0.593,0.566,0,-6.455,1,0.0291,0.829,3.28e-05,0.0917,0.566,99.895
528,"Ghungroo (From ""War"")",1Ef0TmgS1QrVO6tKHrMMmH,0.695,0.729,6,-6.274,0,0.0322,0.0738,0.000182,0.533,0.872,118.028
529,Zinda Dili 2.0,5RPa4SX7owbixtbigFPcJZ,0.519,0.619,1,-4.841,0,0.0363,0.0568,0.0,0.103,0.0709,125.016
530,"Saware (From ""Phantom"")",1juJ3mwsFerctbngtK42G4,0.499,0.683,6,-6.373,0,0.0334,0.703,0.00161,0.0749,0.295,134.95
531,Dum Dum,788Lp6lHrCrxJAZvS2l9YZ,0.748,0.812,0,-7.938,1,0.0471,0.0634,0.00146,0.114,0.906,99.994
532,Shayad X Samjhawan - Lofi Flip,6qSNgCUyjfThWCLkFlvEIe,0.542,0.412,6,-9.544,1,0.0315,0.891,0.0,0.109,0.267,105.132
533,"Pasoori Nu (From ""Satyaprem Ki Katha"")",6byRW2mzuc4nBTZ6TN6APu,0.717,0.666,11,-7.54,0,0.0566,0.45,0.00101,0.111,0.74,95.989
534,P PAA K,0qvoxfYodIfe14gaidhnsV,0.747,0.86,6,-4.071,0,0.279,0.301,0.0383,0.0743,0.625,90.445
535,"Jimikki Song (From ""Varisu"")",7fRIo7WyDxXn3r233GCcdL,0.751,0.826,5,-7.805,0,0.205,0.588,0.0125,0.104,0.848,176.063
536,"Mast Magan (From ""2 States"")",3uL1IBFhg52VcQqOwAG01E,0.659,0.774,7,-7.014,1,0.0372,0.606,0.000333,0.185,0.883,82.995
537,Jugnu,2NTVtNcpC0i1R7LVGaCZCF,0.716,0.803,10,-5.14,0,0.0445,0.03,0.0,0.0817,0.325,124.961
538,Kudukku,3QRSs8nzHXXvcQjdnx0CsJ,0.742,0.673,1,-8.048,1,0.0546,0.197,0.0,0.316,0.437,143.811
539,Leaving Hogwarts,15yScQGLH5QOuXm9XbhnPb,0.183,0.0473,2,-21.272,1,0.0375,0.932,0.91,0.0984,0.0365,73.398
540,The Streets of Whiterun,18CctEeOpjEDIAvWM5S7RE,0.0686,0.186,1,-17.679,0,0.0346,0.943,0.889,0.108,0.0363,75.481
541,The Last War,0G8UYZZWp4VsieywyyNJNg,0.375,0.513,1,-13.577,1,0.0482,0.357,0.805,0.1,0.04,110.925
542,Old Friends,0nrWZWkJM62ftQJSI8fDc0,0.478,0.633,0,-6.19,1,0.0345,0.123,0.0,0.41,0.287,89.909
543,World of Bioluminescence,2TgdrDV65cqcHiMpY59xEM,0.14,0.273,10,-18.449,1,0.0426,0.574,0.647,0.18,0.366,170.219
544,Stay and Fight,3fKH2Dri5iM2wWY4NpBOeS,0.548,0.407,5,-14.417,1,0.033,0.409,1.98e-05,0.102,0.127,97.963
545,From Past to Present,0zke8Vmo0bgbPjxL3pUhqk,0.0717,0.0921,0,-21.53,1,0.0391,0.983,0.847,0.0748,0.0359,69.286
546,"Daisy, Daisy",3rO4H57XVaVvihdUV2kt4n,0.514,0.318,6,-10.343,1,0.155,0.974,0.00212,0.122,0.417,80.695
547,Real World Consequences,2aknn6Um4R3ys99Wsd5DZE,0.214,0.141,2,-17.226,1,0.0463,0.864,0.925,0.373,0.0336,124.713
548,Family Affairs - Extended,3aw9iWUQ3VrPQltgwvN9Xu,0.911,0.551,8,-3.75,0,0.0449,0.132,4.12e-05,0.0863,0.969,92.887
549,Blood of the Dragon,0Y7n1RE7g1kkPc6CQCdfuO,0.518,0.612,5,-11.456,0,0.0312,0.641,0.894,0.0617,0.733,111.975
550,Abduction,5QGmfCxuuBr8JwZrdd6aGu,0.624,0.913,0,-3.771,1,0.0946,0.000344,0.49,0.102,0.239,75.039
551,I Choose Violence (Bonus Track),7psStIuWZuKtc64f2ZClL0,0.0983,0.131,6,-30.342,0,0.0534,0.216,0.752,0.0904,0.0399,75.69
552,Khaleesi,1fZoZFO0SLSCKgYG7eSOhk,0.611,0.582,10,-7.88,0,0.334,0.31,0.0,0.118,0.572,129.941
553,Outside the Gates,4YX9swUzNglqHApHtWn1ez,0.104,0.0841,0,-23.245,1,0.0403,0.622,0.871,0.081,0.0353,71.46
554,The Broadcast,6jIfIorSDayW4OWsL7oDYy,0.131,0.741,1,-5.876,1,0.0355,0.032,4.63e-05,0.0723,0.235,93.624
555,Destiny of a Jedi,0DWvP0ZwONh08dkcJTdLk2,0.0928,0.048,11,-22.645,1,0.0399,0.957,0.927,0.109,0.0365,77.469
556,"Stuff We Did (From ""Up"")",12gTbPvAAMJqF0ZFgipRSt,0.637,0.00112,7,-33.46,1,0.113,0.992,0.934,0.0932,0.672,136.15
557,Taunting The Cat,0dnLy6NEVRJ4iDYrKCLjVl,0.397,0.916,2,-6.381,0,0.0914,8.85e-05,0.000118,0.336,0.39,138.046
558,The Erumpent,6x4tKaOzfNJpEJHySoiJcs,0.622,0.807,5,-6.752,0,0.408,0.103,0.0,0.306,0.892,174.06
559,In the Cells,6cCF5qDyyxKTigCJOzHYU5,0.881,0.573,7,-6.577,1,0.237,0.00511,4.06e-06,0.36,0.533,97.127
560,Wilson s Bird-of-Paradise,1Yc7sAzgfRGPXU17TM0GoD,0.145,0.0193,2,-28.234,1,0.0424,0.934,0.281,0.11,0.039,66.873
561,Becoming Whole Again,16MJqq0vEuW6GRX6faetTm,0.747,0.706,4,-4.653,1,0.0413,0.0844,0.00355,0.174,0.567,94.019
562,A Brief History of Time,13VdO4PnTT2ypqQSXTHSLj,0.391,0.0533,2,-25.183,1,0.029,0.991,0.936,0.124,0.284,94.395
563,Maurice Accuses Gaston,05HWH6QVibunuAWyFhFzTS,0.223,0.0777,8,-29.013,1,0.0359,0.657,0.864,0.102,0.0455,70.677
564,Winter Has Come,4Idmj8R6EpEmAJ3YMP3Lut,0.209,0.406,8,-13.486,1,0.0369,0.436,0.875,0.108,0.0701,111.901
565,A Whole New World,5viFjDGTnrApmUY5c8qkfw,0.395,0.375,0,-7.948,1,0.034,0.225,0.0,0.145,0.131,121.04
566,The Spark,5CYJB5Md92kvcrZ4lJDALY,0.651,0.898,11,-4.942,1,0.0391,0.152,0.0,0.11,0.599,126.051
567,"Tumhe Kitna Pyaar Karte (From ""Bawaal"")",03hJuEQpEQERrHpjcXKWzJ,0.602,0.374,10,-9.849,0,0.0328,0.924,7.53e-06,0.084,0.388,101.855
568,Pyaar Hota Kayi Baar Hai,2vPrBucKCfKmafHhSfJ2pt,0.772,0.767,0,-4.792,1,0.0381,0.138,0.0,0.557,0.866,122.024
569,Jaadui,5iydgkuP2lJFDT9CgyY26x,0.589,0.419,7,-10.485,1,0.0265,0.866,8.79e-06,0.136,0.437,102.973
570,Maine Pi Rakhi Hai,3rQDMaRia4W2M0Fliv9J4I,0.733,0.876,1,-4.92,1,0.281,0.143,0.0,0.214,0.586,105.07
571,O Bedardeya,0czcoKJbJt08NqKrvSbbz7,0.582,0.418,7,-8.701,1,0.0288,0.794,0.0,0.109,0.243,112.909
572,Jee Karda - Title Track,2sjSJEYve7cJnJmZyOnW8n,0.724,0.55,4,-8.474,0,0.127,0.669,0.0,0.205,0.349,150.01
573,Show Me The Thumka,1t39FBb0zsKv5krZaqZKCB,0.841,0.87,9,-4.487,1,0.216,0.607,8.83e-06,0.0734,0.803,122.005
574,Thug Le,1opxtm6zIv7IF19S0eCtvV,0.768,0.788,1,-5.514,1,0.0687,0.0992,2.94e-05,0.103,0.931,112.988
575,Chal Bombay,6AooRgSRDzbCYL4NZ4RCjU,0.862,0.619,6,-6.645,0,0.318,0.0434,0.0,0.117,0.512,95.036
576,03:59:00,4noL2Yl8FASn18NLAXLl1P,0.369,0.0879,2,-20.58,1,0.0501,0.985,0.0402,0.835,0.185,117.673
577,Satya,1xSCr5uIndaHKFdO4s2V6B,0.598,0.804,2,-5.39,1,0.123,0.0576,0.0,0.252,0.322,139.737
578,Kohinoor,6SNFuJXjkgauo3Kg9XJcj6,0.634,0.884,6,-6.259,1,0.334,0.0994,0.0,0.266,0.39,103.973
579,Kaam 25 - Sacred Games,0FIXCQVapC8mPzb88Da5Su,0.452,0.522,2,-12.924,1,0.0428,0.0113,0.951,0.109,0.41,179.814
580,Level Up,40VqYKBAJP901tpuq6WMt7,0.766,0.816,1,-5.092,1,0.152,0.0148,0.0142,0.114,0.613,153.013
581,Punya Paap,3zIhQR5cyxpVn8WpEivBCr,0.781,0.488,1,-9.138,1,0.317,0.0515,9.68e-06,0.1,0.449,139.899
582,Baazigar,1T44wPr7LUlBY4vX6LlygG,0.816,0.767,5,-3.592,1,0.323,0.0346,0.0,0.228,0.835,141.769
583,"Tum Jo Aaye (From ""Once Upon A Time In Mumbaai"")",4Ftlq5D5qLItzxFFHh0pSt,0.254,0.573,1,-6.772,1,0.0374,0.488,0.0,0.127,0.132,78.931
584,Man I Am (From Barbie The Album),28NzgzNmoHRsFKihGxpmmV,0.758,0.771,9,-6.738,0,0.0627,0.00262,6.49e-05,0.0257,0.525,121.994
585,positions,35mvY5S1H3J2QZyna3TFe0,0.737,0.802,0,-4.771,1,0.0878,0.468,0.0,0.0931,0.682,144.015
586,Watermelon Sugar,6NvotZY0HWKaV4MWRlJQt6,0.647,0.539,9,-8.112,0,0.0276,0.416,0.00142,0.104,0.897,95.014
587,Intentions,6VkmdRz8YgHFQV3ZNTJAWU,0.711,0.411,9,-6.657,1,0.035,0.594,0.0,0.0903,0.791,73.997
588,Shanti,54OBgO0Xwu20Jak9TMXbR7,0.675,0.359,3,-5.157,1,0.108,0.614,0.0,0.137,0.792,191.903
589,Aahun Aahun,1CIv5KTqFpmCgqj4Mke2bh,0.665,0.858,11,-5.644,1,0.0396,0.101,6.79e-05,0.065,0.846,130.049
590,Ok Jaanu Title Track,7a77VY7mjvK6EiaBeOosmk,0.598,0.887,9,-6.992,1,0.0802,0.0284,5.84e-06,0.166,0.704,159.977
591,Lily's Theme,3Ra4rkq1ExwPXwrPQeHBWg,0.179,0.048,6,-28.663,1,0.0469,0.889,0.974,0.0775,0.0278,72.93
592,You've Got a Friend in Me,2stkLJ0JNcXkIRDNF3ld6c,0.689,0.333,0,-12.134,0,0.0307,0.817,5.13e-06,0.285,0.471,115.835
593,Starlings,4nIC7MaMsYRBhDPWMy7d5D,0.256,0.251,9,-15.064,1,0.032,0.786,0.91,0.0918,0.0382,86.417
594,Professor Umbridge,5XbDL9Otyn3C9vAY3awneT,0.479,0.267,4,-17.335,0,0.041,0.699,0.722,0.339,0.108,140.217
595,Starry Night,7uexhg3sdpy06utXeIe30G,0.432,0.137,2,-17.478,0,0.0294,0.97,0.937,0.0775,0.128,143.896
596,"Married Life (From ""Up"")",0oE6A9bCTnQsT5lXFJxVzb,0.489,0.0634,0,-23.046,1,0.0587,0.971,0.949,0.081,0.146,107.187
597,Jenny of Oldstones,1u0THw5xaGd7sYzJEh48Lt,0.27,0.195,1,-10.653,0,0.0797,0.931,9.73e-06,0.0949,0.171,46.489
598,Death in the Darkness,6DjmA2skPpPhh5uRdUJfy8,0.68,0.375,2,-16.083,1,0.0353,0.62,0.181,0.092,0.0373,136.902
599,Dragon-Sickness,5fDSSojNJ2EUQmMQCbUclT,0.0877,0.133,5,-21.052,1,0.039,0.955,0.915,0.111,0.0335,85.465
600,Purity of Heart,4Bxci9sdUMAxx9EaHcbBTi,0.329,0.375,7,-16.113,0,0.0635,0.00239,0.905,0.137,0.0385,118.075
601,Fight Night (Bonus Track),0LbuLWD6WeJIQc93zhKi2p,0.296,0.779,0,-8.214,1,0.059,0.125,0.941,0.375,0.051,94.876
602,Can You Feel the Love Tonight,1zSKtBze2IReYU44W0lDzd,0.337,0.331,5,-10.16,1,0.0385,0.657,0.0,0.085,0.35,103.203
603,Not Good,19JkMAn06rflrcwkLa8SFH,0.434,0.314,4,-10.145,1,0.0618,0.0861,0.951,0.127,0.323,102.421
604,Escaping the Basement,3gQ5dJgLXy2vMY61PPKEIV,0.311,0.572,0,-12.888,1,0.0425,0.614,0.94,0.104,0.114,79.909
605,I Need You by My Side (Bonus Track),2lNTp6b8Yy0MH2QmfvbnsB,0.7,0.585,9,-7.862,0,0.0852,0.623,0.000183,0.0644,0.796,170.001
606,Waste It On Me,5LL57U9xAYhM8dVP8b6bEc,0.669,0.684,7,-4.595,1,0.0585,0.252,0.0,0.72,0.466,96.099
607,I Found A Girl,7I8EGPtqTwlC0UlCAkpYtP,0.717,0.856,4,-4.68,1,0.0565,0.118,0.0,0.274,0.645,89.982
608,"Saanjha (From ""Zara Hatke Zara Bachke"")",5INSQI3su3J0b2H6VKoiNB,0.476,0.53,9,-7.358,1,0.0294,0.485,0.0,0.346,0.178,89.966
609,"Rangisari (From ""Jugjugg Jeeyo"")",0DXfJ2iKRDEG7rPgssWFea,0.524,0.758,10,-9.28,1,0.0538,0.27,0.13,0.106,0.319,140.012
610,Pehla Pyaar,0ojpEubhy4JNeVftmVuiN7,0.607,0.713,4,-5.105,1,0.03,0.56,4.98e-05,0.101,0.611,124.868
611,Kesariya - Lofi Flip,7nsjBUVRQTUEvCReXAtVPi,0.602,0.41,11,-12.368,1,0.0391,0.213,1.19e-06,0.235,0.0671,95.02
612,Liggi,7tbzfR8ZvZzJEzy6v0d6el,0.786,0.667,5,-8.272,1,0.054,0.0112,0.053,0.074,0.688,102.046
613,Bombay to Punjab,1xoQjCAP6a63tZXbsMziXk,0.584,0.739,0,-4.951,1,0.369,0.117,0.0,0.0534,0.361,200.105
614,Bas Kya Ba,22E10GNgQbuGzAC9vAMgo9,0.524,0.679,9,-4.184,1,0.186,0.0862,0.0,0.0418,0.524,112.088
615,GRIND,4rjLb3hjEGpvmSejVDiu8c,0.797,0.716,6,-5.609,0,0.26,0.478,0.0,0.0781,0.633,187.772
616,Don't Forgive Me,5J3qCUclRF7NnIgA6VzNiZ,0.869,0.56,0,-8.399,1,0.0432,0.42,0.0,0.115,0.37,114.982
617,No Competition,1TRgZ55GFCKSbrTb62rmra,0.868,0.635,10,-6.352,0,0.227,0.164,0.0,0.0898,0.621,90.019
618,Sheikh Chilli,6PKNPLFj5oE9eS7Og84993,0.839,0.936,11,-2.603,0,0.241,0.15,0.0,0.116,0.554,119.981
619,Khatam Hue Waande,3LlEnO0INKAExVe4JMi7p7,0.756,0.903,11,-2.088,0,0.14,0.232,0.0,0.0548,0.729,99.995
620,The Call of Destiny / Titles,4M9ORGS183Vdl1BlEZgjPT,0.202,0.293,3,-11.205,1,0.0328,0.813,0.977,0.14,0.0712,107.327
621,Tang Mujhko,4mjX6eCoT4aXfDwNj4eDSh,0.842,0.508,9,-10.709,0,0.124,0.297,0.000309,0.196,0.783,119.885
622,"What Jhumka ? (From ""Rocky Aur Rani Kii Prem Kahaani"")",7iekl4P95GuphG8x8a3cNT,0.821,0.823,2,-5.455,1,0.1,0.235,0.0,0.207,0.479,107.953
623,"Dhindhora Baje Re (From ""Rocky Aur Rani Kii Prem Kahaani"")",5kQrjdDGU9Pf6PMN4rN7Pc,0.679,0.883,9,-6.281,0,0.112,0.219,1.65e-05,0.165,0.726,128.004
624,"Ve Kamleya (From ""Rocky Aur Rani Kii Prem Kahaani"")",6EivvaEepVTjmDde43eGiB,0.468,0.658,2,-7.6,1,0.0668,0.81,0.0333,0.12,0.534,87.607
625,Na Ja,32LKwbmh6yVsWoRRF8DIvf,0.772,0.649,2,-6.411,1,0.143,0.0724,0.0,0.0761,0.824,90.072
626,One Side,1QEVs41uQSdW3KcB2RtDDW,0.508,0.501,4,-9.744,0,0.0679,0.0303,3.91e-06,0.0905,0.0923,93.055
627,"Kesariya (From ""Brahmastra"")",6VBhH7CyP56BXjp8VsDFPZ,0.577,0.574,0,-6.525,1,0.0278,0.572,0.0,0.1,0.436,94.009
628,Mahiye Jinna Sohna,2ncqKdTj6dz7tWoTMMrAtq,0.567,0.54,1,-5.754,1,0.0406,0.736,3.17e-05,0.164,0.331,92.027
629,Bijli,22ZGyGtCY2pDXjKuWTg5eS,0.864,0.851,11,-2.742,0,0.0762,0.611,5.43e-05,0.0917,0.96,129.934
630,"Kyaa Baat Haii 2.0 (From ""Govinda Naam Mera"")",3SxOgJihDKlbZ9C1OvLgNs,0.801,0.734,6,-4.323,0,0.157,0.136,0.0,0.122,0.427,93.951
631,"Mere Sawaal Ka (From ""Shehzada"")",6ZLgnkQNj1CJldLocXd5Ul,0.759,0.698,2,-8.571,1,0.0651,0.737,7.15e-06,0.13,0.482,106.013
632,Tu Hai Ki Nahi,4brSaQIT3bnnE41D042fgL,0.535,0.754,10,-4.77,0,0.0562,0.458,1.6e-06,0.302,0.435,143.862
633,Mora Piya,38clTgmvLjwvPFgSTHIGXK,0.704,0.752,10,-7.351,0,0.0328,0.0728,0.151,0.128,0.621,118.987
634,Aas Paas Khuda,3kuxr8U3QynLzyW82p5hYR,0.556,0.706,5,-5.709,1,0.0336,0.335,1.8e-06,0.137,0.726,80.008
635,Bheegi Si Bhaagi Si,665b3Nss3OQmhTUdB5hBXw,0.564,0.867,8,-6.21,1,0.121,0.361,0.0,0.262,0.815,88.919
636,Lo Aayi Barsaat,3YLgvuHhHlfEAIR5JSPOZM,0.31,0.675,5,-6.341,0,0.057,0.254,7.03e-06,0.086,0.333,98.958
637,Mallaah,3xCUBUfAuKoKtxKEttRtii,0.808,0.975,9,-1.745,1,0.124,0.248,0.00659,0.376,0.803,129.956
638,"Ram Siya Ram (From ""Adipurush"")",7yLIyyt2BrKXuxss9FBBDb,0.598,0.62,9,-9.633,1,0.0524,0.592,0.0098,0.129,0.119,80.049
639,Tu Meri Roja,2preNplrVfE9b0fRtY3RhV,0.658,0.673,0,-8.534,1,0.0675,0.00941,0.197,0.107,0.253,94.924
640,"Jai Shri Ram (From ""Adipurush"")",7yLIyyt2BrKXuxss9FBBDb,0.598,0.62,9,-9.633,1,0.0524,0.592,0.0098,0.129,0.119,80.049
641,Heer Ranjha,4lmtILzOIIvOzMBPMUzvKx,0.432,0.614,0,-6.782,1,0.055,0.511,0.0,0.191,0.505,169.633
642,"Zinda Banda (From ""Jawan"")",4tzx5af2qpwgyjG6JQGthj,0.613,0.881,10,-5.974,0,0.249,0.00785,2.91e-06,0.155,0.235,149.978
643,"Bulleya Reprise (From ""Sultan"")",6xIhjZX1ZtFIXg1IDa3DAi,0.785,0.589,0,-8.833,0,0.0399,0.677,0.00517,0.243,0.757,104.986
644,Pappi Jhappi,5tMipBSvSMeppvepjQnbex,0.87,0.508,8,-8.112,1,0.0365,0.366,0.0,0.102,0.91,111.966
645,"Khamoshiyan (From ""Khamoshiyan"")",6zCQF5tu7HVwU9shhKqiuF,0.527,0.521,2,-6.837,0,0.0272,0.631,0.0,0.158,0.266,143.892
646,Awaargi,2YevgojIN3UouxDM5JjzE0,0.643,0.33,5,-13.074,1,0.0318,0.854,0.404,0.151,0.796,93.093
647,Ghoomey - Trending Version,62CJgj3UJyhLjYDxkdd2TN,0.554,0.536,0,-7.621,1,0.034,0.691,0.0,0.291,0.93,80.129
648,Mere Ghar Ram Aaye Hain,4afA2YQlZfYzJbfnNoNknK,0.639,0.951,0,-3.108,1,0.0371,0.485,3.67e-06,0.126,0.807,107.964
649,"Gujju Pataka (From ""Satyaprem Ki Katha"")",5o7MNE22fQiaVZqHADgrcj,0.466,0.759,7,-7.107,1,0.189,0.0332,0.0,0.0693,0.453,137.022
650,Sajde,7kiZ6Zf66oX6yMovt3gC1a,0.499,0.48,1,-6.45,1,0.0415,0.619,0.0,0.319,0.577,99.886
651,Moon Rise,3oWv5qDKYN7MH6FdlglMN5,0.756,0.713,3,-6.91,0,0.122,0.365,0.000153,0.228,0.597,92.039
652,"Sun Zara (From ""Cirkus"")",6lBUJpovAhtc7WqhDNiLtX,0.882,0.711,9,-6.023,0,0.0806,0.267,1.96e-05,0.0341,0.898,110.049
653,One Two Three Four (Get On The Dance Floor),3XyFQxpSlGowWpZkIn3ISA,0.721,0.867,6,-5.429,0,0.225,0.0885,0.000119,0.0372,0.87,170.091
654,Pinky,70e69kyMF2tp8TMdh6rDLh,0.55,0.904,6,-4.896,0,0.238,0.0547,0.0,0.309,0.634,82.591
655,"Paan Dukaniya (From ""Bholaa"")",4UHYaOrmFDWcpAAUPVJ5vM,0.713,0.908,0,-4.197,1,0.0672,0.699,4.48e-05,0.205,0.565,92.996
656,Laapata,3G2I8KB7bTWmvE1tHSlMHg,0.726,0.946,11,-6.49,0,0.046,0.216,0.0169,0.163,0.869,108.021
657,jaana,5v5G6frYHlwf6YkhR0cYQN,0.715,0.613,11,-8.188,0,0.0552,0.543,0.000316,0.15,0.263,101.994
658,"Agar Tum Saath Ho (From ""Tamasha"")",3hkC9EHFZNQPXrtl8WPHnX,0.562,0.519,3,-8.744,1,0.0326,0.557,0.000268,0.172,0.415,122.925
659,Stereo Hearts (feat. Adam Levine),0qOnSQQF0yzuPWsXrQ9paz,0.646,0.795,9,-3.293,1,0.0976,0.0319,0.0,0.267,0.796,89.99
660,Night Changes,5O2P9iiztwhomNh8xkR9lJ,0.672,0.52,8,-7.747,1,0.0353,0.859,0.0,0.115,0.37,120.001
661,"Naseeb Se (From ""Satyaprem Ki Katha"")",3dpM3ijJz0vGzbkh5DcMXz,0.557,0.599,9,-6.309,0,0.0447,0.556,1.22e-06,0.103,0.392,149.785
662,Tu Mile Dil Khile,196ogNnKrNuqC7EjNI2vE1,0.562,0.59,7,-6.732,0,0.0322,0.32,7.92e-05,0.0752,0.552,185.916
663,Piya Re,2q3D4sdAMJSJRS9t6oaBRo,0.708,0.474,7,-14.007,1,0.0815,0.0719,0.0,0.112,0.423,91.948
664,Lat Lag Gayee,5XsoDbDt98b0FkFLOhsJuS,0.79,0.892,10,-4.038,0,0.0404,0.228,1.18e-06,0.206,0.896,131.991
665,Paisa Hai Toh,5kwldaZvtbiTmRYsmlyxAN,0.672,0.759,4,-5.22,0,0.0352,0.205,0.0,0.291,0.794,150.042
666,Judaai,4hsBw5elQICeVK5VDtutg1,0.593,0.961,9,-4.701,0,0.0553,0.0391,0.00823,0.124,0.518,124.974
667,Wahi Toh Khuda Hai,0c8eAkUFDMCgJB53lplqJv,0.233,0.249,11,-12.654,1,0.0313,0.771,0.0,0.0809,0.0674,78.909
668,Soch Na Sake,6mTvwBzWTGDOVeCNQEqtOE,0.505,0.667,9,-5.797,1,0.0323,0.597,0.0,0.213,0.516,151.728
669,Sanam Re Lofi Mix,5pQKw3G1F599Aah4ZpqC5L,0.531,0.42,7,-11.591,0,0.0304,0.616,3.19e-06,0.103,0.438,105.03
670,"Saath Hum Rahein - From ""Drishyam 2""",6N9AQIMDBb52r5aAWL8ttD,0.764,0.475,5,-8.965,1,0.052,0.117,0.0,0.106,0.658,92.971
671,Luv Letter,39u5bn12M7xAvM4LMA75NT,0.803,0.856,2,-1.96,1,0.0416,0.478,0.0,0.106,0.906,99.018
672,Pani Da Rang - Male Vocals,4kaLkst9lT3sQ5Crgxs3ic,0.441,0.618,4,-8.511,0,0.0386,0.295,6.65e-05,0.105,0.454,98.031
673,Hawayein,6871FKHumiy1Wfr6vF7Xxt,0.606,0.601,2,-5.576,1,0.0283,0.796,0.000511,0.127,0.453,125.961
674,Javeda Zindagi-Tose Naina Lage,04FnSzoogJD1iQbghug23K,0.535,0.621,1,-7.434,0,0.0342,0.523,3.33e-06,0.097,0.265,129.864
675,Wild Heart,7pK4jm4HiNaYVzL2zbQSoG,0.552,0.941,0,-8.256,1,0.0415,0.318,0.0655,0.33,0.526,159.594
676,Bulleya - Reprise,32gpzmmOw5T7BSb5Wwhe2H,0.614,0.665,1,-8.146,0,0.027,0.398,0.0,0.107,0.097,101.011
677,Dooriyan,2Xv0vK2VujSX05LGQbDxNd,0.441,0.622,11,-6.288,1,0.0358,0.444,0.0,0.107,0.379,167.967
678,Voodoo (with J Balvin & Tainy),4OUAXw3SXI7bUiNtKC7ErW,0.797,0.782,3,-4.658,0,0.0504,0.00335,0.0,0.138,0.503,99.999
679,In Da Getto,1q0PYXTbDsirp2l74ng6pn,0.924,0.723,8,-3.142,1,0.0466,0.0177,2.61e-05,0.113,0.643,126.998
680,Tabahi,3BApUOeS8cihFTyoMKQTVk,0.719,0.861,6,-4.042,0,0.0369,0.0881,0.00109,0.126,0.814,120.035
681,Chamkeela Chehra,7Kj2LjwzJFygTn24TFulwK,0.696,0.854,0,-5.123,0,0.0318,0.268,0.0,0.219,0.921,129.97
682,Oh Na Na,69PqVX29aZhDGFlG2SKxFy,0.729,0.842,1,-2.997,1,0.261,0.0597,3.06e-06,0.319,0.574,64.808
683,"Alone, Pt. II",0bMbDctzMmTyK2j74j3nF3,0.67,0.668,3,-4.306,0,0.0422,0.536,0.0,0.133,0.608,88.033
684,"Har Funn Maula (From ""Koi Jaane Na"")",3ayMReTwLoo6jAg7adDqyz,0.828,0.79,10,-3.021,0,0.0719,0.167,1e-05,0.353,0.379,104.016
685,Billo Rani,4NtaQSiRgkQ2Af8GSW0B0t,0.71,0.845,11,-6.878,0,0.111,0.257,0.0,0.192,0.846,98.016
686,"Kabhi Kabhi Aditi (From ""Jaane Tu... Ya Jaane Na"")",3APdIdF8H0jsxSuGOqXedS,0.791,0.558,7,-7.155,0,0.0661,0.276,0.0,0.0859,0.872,95.077
687,Desi Girl,3Qpk2qHree1RTH5lZaKnEK,0.746,0.924,8,-6.057,1,0.0442,0.0169,0.00279,0.097,0.807,136.051
688,Tera Hone Laga Hoon,0dLbrlAVPPjpPqnYfmJsWk,0.684,0.771,8,-5.353,1,0.0307,0.548,0.0,0.112,0.539,119.982
689,Malang Sajna,73K33p4Vyz9koXGqmL5eFs,0.739,0.716,10,-4.964,1,0.037,0.232,0.0,0.33,0.871,113.943
690,Taal Se Taal - Western Version,5zjFsuLrTM5sp6coribhCa,0.771,0.72,7,-11.742,1,0.0867,0.203,0.0011,0.335,0.492,94.968
691,Dil Diyan Gallan,5MnAi6ZF7cE8pAz7wYr9Ta,0.716,0.64,2,-8.726,1,0.025,0.565,0.00139,0.127,0.485,105.012
692,Heeriye (feat. Arijit Singh),5PUXKVVVQ74C3gl5vKy9Li,0.728,0.494,6,-9.628,0,0.0256,0.516,0.00384,0.0759,0.558,105.007
693,Buttabomma - Telugu,0dnDTvdUco2UbaBjUtPxNS,0.666,0.644,11,-8.964,0,0.145,0.753,0.000262,0.124,0.89,115.1
694,"Psycho Saiyaan (From ""Saaho"")",3ZjMdVOWxQ53FKrmkgCv95,0.785,0.722,10,-2.604,0,0.158,0.0363,4.24e-06,0.452,0.848,189.857
695,Phir Se Ud Chala,1kcV2LJxt5v0s2cEGtEJ5i,0.647,0.656,11,-8.632,1,0.0354,0.657,0.000163,0.343,0.453,119.965
696,"Illegal Weapon 2.0 (From ""Street Dancer 3D"")",5fXslGZPI5Cco6PKHzlSL3,0.805,0.919,1,-1.294,1,0.0938,0.101,0.00343,0.0598,0.494,94.993
